Station ID,Station Name,Province,Reported Station,Rainfall (mm),Date
41675,MULTAN,Punjab,MULTAN,2,"02 Sep, 2025"
41573,MURREE,Punjab,MURREE,34,"02 Sep, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,29,"02 Sep, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,9,"02 Sep, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,25,"02 Sep, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,8,"02 Sep, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,0,"02 Sep, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,20,"02 Sep, 2025"
41593,SARGODHA,Punjab,SARGODHA,0,"02 Sep, 2025"
43536,Srinagar,Kashmir,Srinagar,6,"02 Sep, 2025"
41535,Abbotabad,KPK,Abbotabad,2,"01 Sep, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,24,"01 Sep, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"01 Sep, 2025"
43534,Jammu,Kashmir,Jammu,71,"01 Sep, 2025"
41640,LAHORE,Punjab,LAHORE,9,"01 Sep, 2025"
43535,Leh,Kashmir,Leh,0,"01 Sep, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,24,"01 Sep, 2025"
41573,MURREE,Punjab,MURREE,11,"01 Sep, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,11,"01 Sep, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,0,"01 Sep, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,0,"01 Sep, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,26,"01 Sep, 2025"
41535,Abbotabad,KPK,Abbotabad,1,"31 Aug, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,3,"31 Aug, 2025"
41562,BANNU,KPK,BANNU,5,"31 Aug, 2025"
41652,D G KHAN,Punjab,D G KHAN,3,"31 Aug, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,4,"31 Aug, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,25,"31 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"31 Aug, 2025"
41598,JHELUM,Punjab,JHELUM,11,"31 Aug, 2025"
43534,Jammu,Kashmir,Jammu,1,"31 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,75,"31 Aug, 2025"
43535,Leh,Kashmir,Leh,0,"31 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,9,"31 Aug, 2025"
41675,MULTAN,Punjab,MULTAN,42,"31 Aug, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,0,"31 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,1,"31 Aug, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,13,"31 Aug, 2025"
41535,Abbotabad,KPK,Abbotabad,53,"30 Aug, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,18,"30 Aug, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,14,"30 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,37,"30 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,3,"30 Aug, 2025"
41598,JHELUM,Punjab,JHELUM,50,"30 Aug, 2025"
43534,Jammu,Kashmir,Jammu,1,"30 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,2,"30 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,4,"30 Aug, 2025"
41573,MURREE,Punjab,MURREE,26,"30 Aug, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,10,"30 Aug, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,41,"30 Aug, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,18,"30 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,4,"30 Aug, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,3,"30 Aug, 2025"
41593,SARGODHA,Punjab,SARGODHA,1,"30 Aug, 2025"
43536,Srinagar,Kashmir,Srinagar,10,"30 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,1,"29 Aug, 2025"
41573,MURREE,Punjab,MURREE,4,"29 Aug, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,0,"29 Aug, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,1,"28 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"28 Aug, 2025"
41598,JHELUM,Punjab,JHELUM,2,"28 Aug, 2025"
43534,Jammu,Kashmir,Jammu,380,"28 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,9,"28 Aug, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,0,"28 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,0,"28 Aug, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,0,"28 Aug, 2025"
41593,SARGODHA,Punjab,SARGODHA,0,"28 Aug, 2025"
43536,Srinagar,Kashmir,Srinagar,25,"28 Aug, 2025"
41535,Abbotabad,KPK,Abbotabad,1,"27 Aug, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,1,"27 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"27 Aug, 2025"
41598,JHELUM,Punjab,JHELUM,47,"27 Aug, 2025"
43534,Jammu,Kashmir,Jammu,380,"27 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,27,"27 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,1,"27 Aug, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,3,"27 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,0,"27 Aug, 2025"
41593,SARGODHA,Punjab,SARGODHA,0,"27 Aug, 2025"
41535,Abbotabad,KPK,Abbotabad,35,"26 Aug, 2025"
41508,DIR,KPK,DIR,16,"26 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,26,"26 Aug, 2025"
43534,Jammu,Kashmir,Jammu,4,"26 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,38,"26 Aug, 2025"
43535,Leh,Kashmir,Leh,22,"26 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,19,"26 Aug, 2025"
41573,MURREE,Punjab,MURREE,1,"26 Aug, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,13,"26 Aug, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,0,"26 Aug, 2025"
41517,SKARDU,GB,SKARDU,1,"26 Aug, 2025"
43536,Srinagar,Kashmir,Srinagar,1,"26 Aug, 2025"
41520,ASTORE,GB,ASTORE,0,"25 Aug, 2025"
41743,DADU,Sindh,DADU,0,"25 Aug, 2025"
41508,DIR,KPK,DIR,14,"25 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,0,"25 Aug, 2025"
41516,GILGIT,GB,GILGIT,2,"25 Aug, 2025"
43534,Jammu,Kashmir,Jammu,4,"25 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,0,"25 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,3,"25 Aug, 2025"
43535,Leh,Kashmir,Leh,22,"25 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,5,"25 Aug, 2025"
41697,SIBBI,Balochistan,SIBBI,0,"25 Aug, 2025"
41517,SKARDU,GB,SKARDU,5,"25 Aug, 2025"
43536,Srinagar,Kashmir,Srinagar,1,"25 Aug, 2025"
41520,ASTORE,GB,ASTORE,5,"24 Aug, 2025"
41535,Abbotabad,KPK,Abbotabad,26,"24 Aug, 2025"
41567,Attock,Punjab,Attock,10,"24 Aug, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,26,"24 Aug, 2025"
41506,CHITRAL,KPK,CHITRAL,0,"24 Aug, 2025"
41652,D G KHAN,Punjab,D G KHAN,21,"24 Aug, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,51,"24 Aug, 2025"
41508,DIR,KPK,DIR,29,"24 Aug, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,5,"24 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,33,"24 Aug, 2025"
41516,GILGIT,GB,GILGIT,6,"24 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,41,"24 Aug, 2025"
41598,JHELUM,Punjab,JHELUM,62,"24 Aug, 2025"
43534,Jammu,Kashmir,Jammu,190,"24 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,0,"24 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,22,"24 Aug, 2025"
43535,Leh,Kashmir,Leh,0,"24 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,16,"24 Aug, 2025"
41573,MURREE,Punjab,MURREE,68,"24 Aug, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,29,"24 Aug, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,5,"24 Aug, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,14,"24 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,34,"24 Aug, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,0,"24 Aug, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,1,"24 Aug, 2025"
41593,SARGODHA,Punjab,SARGODHA,1,"24 Aug, 2025"
41517,SKARDU,GB,SKARDU,0,"24 Aug, 2025"
43536,Srinagar,Kashmir,Srinagar,13,"24 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,1,"23 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,0,"23 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,5,"23 Aug, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,40,"22 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,20,"22 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,0,"22 Aug, 2025"
41786,MITHI,Sindh,MITHI,0,"22 Aug, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,14,"22 Aug, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,0,"22 Aug, 2025"
41783,THATTA,Sindh,THATTA,10,"22 Aug, 2025"
41535,Abbotabad,KPK,Abbotabad,20,"21 Aug, 2025"
41743,DADU,Sindh,DADU,4,"21 Aug, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,16,"21 Aug, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,35,"21 Aug, 2025"
43534,Jammu,Kashmir,Jammu,6,"21 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,21,"21 Aug, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,10,"21 Aug, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,1,"21 Aug, 2025"
41783,THATTA,Sindh,THATTA,26,"21 Aug, 2025"
41738,TURBAT,Balochistan,TURBAT,10,"21 Aug, 2025"
41535,Abbotabad,KPK,Abbotabad,2,"20 Aug, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,1,"20 Aug, 2025"
41743,DADU,Sindh,DADU,3,"20 Aug, 2025"
41508,DIR,KPK,DIR,3,"20 Aug, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,17,"20 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,3,"20 Aug, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,43,"20 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,9,"20 Aug, 2025"
43534,Jammu,Kashmir,Jammu,31,"20 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,163,"20 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,8,"20 Aug, 2025"
43535,Leh,Kashmir,Leh,1,"20 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,3,"20 Aug, 2025"
41786,MITHI,Sindh,MITHI,13,"20 Aug, 2025"
41675,MULTAN,Punjab,MULTAN,1,"20 Aug, 2025"
41573,MURREE,Punjab,MURREE,18,"20 Aug, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,4,"20 Aug, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,51,"20 Aug, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,0,"20 Aug, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,41,"20 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,4,"20 Aug, 2025"
41593,SARGODHA,Punjab,SARGODHA,54,"20 Aug, 2025"
41783,THATTA,Sindh,THATTA,7,"20 Aug, 2025"
41520,ASTORE,GB,ASTORE,6,"19 Aug, 2025"
41535,Abbotabad,KPK,Abbotabad,60,"19 Aug, 2025"
41567,Attock,Punjab,Attock,34,"19 Aug, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,0,"19 Aug, 2025"
41562,BANNU,KPK,BANNU,2,"19 Aug, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,12,"19 Aug, 2025"
41652,D G KHAN,Punjab,D G KHAN,6,"19 Aug, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,3,"19 Aug, 2025"
41743,DADU,Sindh,DADU,0,"19 Aug, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,14,"19 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,15,"19 Aug, 2025"
41516,GILGIT,GB,GILGIT,6,"19 Aug, 2025"
41505,HUNZA,GB,HUNZA,2,"19 Aug, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,4,"19 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,5,"19 Aug, 2025"
41598,JHELUM,Punjab,JHELUM,7,"19 Aug, 2025"
41696,KALAT,Balochistan,KALAT,28,"19 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,0,"19 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,0,"19 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,14,"19 Aug, 2025"
41786,MITHI,Sindh,MITHI,2,"19 Aug, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,1,"19 Aug, 2025"
41675,MULTAN,Punjab,MULTAN,4,"19 Aug, 2025"
41573,MURREE,Punjab,MURREE,73,"19 Aug, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,22,"19 Aug, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,0,"19 Aug, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,2,"19 Aug, 2025"
41660,QUETTA,Balochistan,QUETTA,5,"19 Aug, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,110,"19 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,4,"19 Aug, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,9,"19 Aug, 2025"
41593,SARGODHA,Punjab,SARGODHA,2,"19 Aug, 2025"
41697,SIBBI,Balochistan,SIBBI,40,"19 Aug, 2025"
41517,SKARDU,GB,SKARDU,1,"19 Aug, 2025"
41724,SUKKUR,Sindh,SUKKUR,1,"19 Aug, 2025"
43536,Srinagar,Kashmir,Srinagar,17,"19 Aug, 2025"
41783,THATTA,Sindh,THATTA,1,"19 Aug, 2025"
41535,Abbotabad,KPK,Abbotabad,5,"18 Aug, 2025"
41567,Attock,Punjab,Attock,23,"18 Aug, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,76,"18 Aug, 2025"
41652,D G KHAN,Punjab,D G KHAN,10,"18 Aug, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,38,"18 Aug, 2025"
41508,DIR,KPK,DIR,5,"18 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,5,"18 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,1,"18 Aug, 2025"
41598,JHELUM,Punjab,JHELUM,45,"18 Aug, 2025"
43534,Jammu,Kashmir,Jammu,0,"18 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,0,"18 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,4,"18 Aug, 2025"
41786,MITHI,Sindh,MITHI,10,"18 Aug, 2025"
41675,MULTAN,Punjab,MULTAN,0,"18 Aug, 2025"
41573,MURREE,Punjab,MURREE,17,"18 Aug, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,7,"18 Aug, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,1,"18 Aug, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,52,"18 Aug, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,7,"18 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,1,"18 Aug, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,9,"18 Aug, 2025"
41593,SARGODHA,Punjab,SARGODHA,1,"18 Aug, 2025"
43536,Srinagar,Kashmir,Srinagar,1,"18 Aug, 2025"
41783,THATTA,Sindh,THATTA,1,"18 Aug, 2025"
41567,Attock,Punjab,Attock,1,"17 Aug, 2025"
41508,DIR,KPK,DIR,5,"17 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,0,"17 Aug, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,2,"17 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,40,"17 Aug, 2025"
43534,Jammu,Kashmir,Jammu,49,"17 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,0,"17 Aug, 2025"
41786,MITHI,Sindh,MITHI,18,"17 Aug, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,1,"17 Aug, 2025"
41573,MURREE,Punjab,MURREE,1,"17 Aug, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,3,"17 Aug, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,0,"17 Aug, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,1,"17 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,53,"17 Aug, 2025"
41520,ASTORE,GB,ASTORE,2,"16 Aug, 2025"
41535,Abbotabad,KPK,Abbotabad,5,"16 Aug, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,0,"16 Aug, 2025"
41508,DIR,KPK,DIR,2,"16 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,1,"16 Aug, 2025"
41516,GILGIT,GB,GILGIT,3,"16 Aug, 2025"
41505,HUNZA,GB,HUNZA,1,"16 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,5,"16 Aug, 2025"
43534,Jammu,Kashmir,Jammu,21,"16 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,76,"16 Aug, 2025"
41573,MURREE,Punjab,MURREE,2,"16 Aug, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,3,"16 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,0,"16 Aug, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,27,"16 Aug, 2025"
41517,SKARDU,GB,SKARDU,3,"16 Aug, 2025"
41535,Abbotabad,KPK,Abbotabad,64,"15 Aug, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,3,"15 Aug, 2025"
41508,DIR,KPK,DIR,98,"15 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,29,"15 Aug, 2025"
41516,GILGIT,GB,GILGIT,6,"15 Aug, 2025"
41505,HUNZA,GB,HUNZA,2,"15 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,20,"15 Aug, 2025"
43534,Jammu,Kashmir,Jammu,25,"15 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,0,"15 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,7,"15 Aug, 2025"
43535,Leh,Kashmir,Leh,0,"15 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,54,"15 Aug, 2025"
41573,MURREE,Punjab,MURREE,28,"15 Aug, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,70,"15 Aug, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,77,"15 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,22,"15 Aug, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,14,"15 Aug, 2025"
41517,SKARDU,GB,SKARDU,13,"15 Aug, 2025"
43536,Srinagar,Kashmir,Srinagar,5,"15 Aug, 2025"
41535,Abbotabad,KPK,Abbotabad,17,"14 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,3,"14 Aug, 2025"
41505,HUNZA,GB,HUNZA,0,"14 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,4,"14 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,0,"14 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,1,"14 Aug, 2025"
43535,Leh,Kashmir,Leh,0,"14 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,32,"14 Aug, 2025"
41573,MURREE,Punjab,MURREE,8,"14 Aug, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,17,"14 Aug, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,19,"14 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,1,"14 Aug, 2025"
41535,Abbotabad,KPK,Abbotabad,11,"13 Aug, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,1,"13 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,5,"13 Aug, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"13 Aug, 2025"
43534,Jammu,Kashmir,Jammu,1,"13 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,0,"13 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,1,"13 Aug, 2025"
43535,Leh,Kashmir,Leh,3,"13 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,15,"13 Aug, 2025"
41573,MURREE,Punjab,MURREE,9,"13 Aug, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,8,"13 Aug, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,10,"13 Aug, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,0,"13 Aug, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,3,"12 Aug, 2025"
43534,Jammu,Kashmir,Jammu,94,"12 Aug, 2025"
41780,KARACHI,Sindh,KARACHI,0,"12 Aug, 2025"
41640,LAHORE,Punjab,LAHORE,0,"12 Aug, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,13,"12 Aug, 2025"
